title,price_from,wasPrice,location,sleeps,bedrooms,pets,customer_ratings,hot_tub,provider,date_scraped,url
"The Wink, Cape Cornwall",1644,was £1850,"St Just, Cornwall",2,1,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Middle-Carn-Gloose/The-Wink-Cape-Cornwall-1040624.html?_hsearch=220406624df58621b15&_price=1644&_display=1#duration=7&start=2022-08-19&changeover=5
Little St. Johns,713,was £823,"Wells, Somerset",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Wells/Little-St-Johns-1102585.html?_hsearch=220406624df58624c47&_price=713&_display=1#duration=7&start=2022-08-19&changeover=5
Blue Bell,556,,"Corsham, Wiltshire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-DorsetSomerset-Middlewick/Blue-Bell-1101952.html?_hsearch=220406624df586278f0&_price=556&_display=1#duration=7&start=2022-08-20&changeover=6
1 Hull House Cottage,982,was £1103,"Hellifield, Yorkshire Dales - South",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Hellifield/1-Hull-House-Cottage-1079095.html?_hsearch=220406624df58629760&_price=982&_display=1#duration=7&start=2022-08-19&changeover=5
Keeling,1388,,"Exmouth, Devon",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Exmouth/Keeling-1095672.html?_hsearch=220406624df5862b269&_price=1388&_display=1#duration=7&start=2022-08-20&changeover=6
Chalet 1,521,,"East Heslerton near Sherburn, North York Moors & Coast",2,1,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Heslerton-Grange/Chalet-1-1093029.html?_hsearch=220406624df5863e0a3&_price=521&_display=1#duration=7&start=2022-08-19&changeover=5
Eric House,774,was £881,"Filey, North York Moors & Coast",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Muston/Eric-House-1095167.html?_hsearch=220406624df58641e96&_price=774&_display=1#duration=7&start=2022-08-20&changeover=6
The Byre,712,was £821,"Monkleigh near Great Torrington, Devon",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Monkleigh/The-Byre-1085090.html?_hsearch=220406624df58644058&_price=712&_display=1#duration=7&start=2022-08-20&changeover=6
Lower Farm,634,was £904,"Margaret Marsh near Marnhull, Dorset",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Margaret-Marsh/Lower-Farm-1093573.html?_hsearch=220406624df5864a6b6&_price=634&_display=1#duration=7&start=2022-08-21&changeover=0
Middle Cottage,599,,"Ashbourne, Peak District & Derbyshire Dales",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Ashbourne/Middle-Cottage-1102330.html?_hsearch=220406624df5874819e&_price=599&_display=1#duration=7&start=2022-08-19&changeover=5
Stenkrith,729,was £1011,"Kirkby Stephen, Cumbria & The Lake District",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Greenriggs/Stenkrith-1093199.html?_hsearch=220406624df5874daac&_price=729&_display=1#duration=7&start=2022-08-19&changeover=5
Kingfisher Cottage,739,was £853,"Bradworthy, Devon",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Bradworthy-Common/Kingfisher-Cottage-1097502.html?_hsearch=220406624df587558be&_price=739&_display=1#duration=7&start=2022-08-20&changeover=6
The Granary,3490,was £4516,"Drax, North Yorkshire, North York Moors & Coast",16,6,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Drax/The-Granary-1097872.html?_hsearch=220406624df587598cc&_price=3490&_display=1#duration=7&start=2022-08-19&changeover=5
Kingfisher Cottage,1080,,"Holmfirth, Peak District & Derbyshire Dales",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Upperthong/Kingfisher-Cottage-1083716.html?_hsearch=220406624df5875c5fc&_price=1080&_display=1#duration=7&start=2022-08-19&changeover=5
Lower Venn Granary Apartment 2,709,was £818,"Sutton St. Nicholas near Bodenham, Herefordshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Herefordshire-Vauld-The/Lower-Venn-Granary-Apartment-2-1094507.html?_hsearch=220406624df5875dccb&_price=709&_display=1#duration=7&start=2022-08-19&changeover=5
Robins Nest,588,was £669,"Napton-On-The-Hill, Warwickshire",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Northamptonshire-Napton-Junction/Robins-Nest-1099433.html?_hsearch=220406624df58764c12&_price=588&_display=1#duration=7&start=2022-08-19&changeover=5
Bluebell Cottage,569,was £673,"Gorsley near Newent, Herefordshire",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Ross-on-Wye/Bluebell-Cottage-1091701.html?_hsearch=220406624df58768231&_price=569&_display=1#duration=7&start=2022-08-19&changeover=5
Newtons Cove Retreat,2179,was £2530,"Brewers Quay Harbour, Dorset",8,4,Yes,4.7,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Rodwell/Newtons-Cove-Retreat-1066546.html?_hsearch=220406624df5876bc04&_price=2179&_display=1#duration=7&start=2022-08-19&changeover=5
Mill Bank Cottage,973,,"Pattingham, Shropshire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-North-Wales-Snowdonia-Great-Pool-The/Mill-Bank-Cottage-1099063.html?_hsearch=220406624df587741d8&_price=973&_display=1#duration=7&start=2022-08-19&changeover=5
Blacksmith Cottage,1440,was £1630,"Chideock, Dorset",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Morcombelake/Blacksmith-Cottage-1055129.html?_hsearch=220406624df5877712c&_price=1440&_display=1#duration=7&start=2022-08-19&changeover=5
Meadow Lodge,1462,,"Newton Ferrers, Devon",5,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Newton-Ferrers/Meadow-Lodge-1085817.html?_hsearch=220406624df58779e00&_price=1462&_display=1#duration=7&start=2022-08-20&changeover=6
6 Bay Side,1631,was £1834,"Hythe, Kent",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Kent-Hythe/6-Bay-Side-1090669.html?_hsearch=220406624df5877e3cc&_price=1631&_display=1#duration=7&start=2022-08-19&changeover=5
Black Horse Cottage,994,,"Swainby, North York Moors & Coast",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Swainby/Black-Horse-Cottage-1083392.html?_hsearch=220406624df587806c0&_price=994&_display=1#duration=7&start=2022-08-19&changeover=5
The Studio Loft,492,was £638,"Tavistock, Devon",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Tavistock/The-Studio-Loft-1084127.html?_hsearch=220406624df58785574&_price=492&_display=1#duration=7&start=2022-08-20&changeover=6
Goliath,927,was £1187,"Brewers Quay Harbour, Dorset",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Rodwell/Goliath-1096825.html?_hsearch=220406624df58787a08&_price=927&_display=1#duration=7&start=2022-08-19&changeover=5
Number 25,862,,"Lostwithiel, Cornwall",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Bridgend/Number-25-1096677.html?_hsearch=220406624df5878e8b9&_price=862&_display=1#duration=7&start=2022-08-20&changeover=6
Shrimper's Cottage,1094,was £1249,"Tredrizzick near St Minver, Cornwall",4,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Tredrizzick/Shrimpers-Cottage-1097259.html?_hsearch=220406624df5879051b&_price=1094&_display=1#duration=7&start=2022-08-19&changeover=5
Lake View,799,was £910,"Nafferton, Vale of York & Yorkshire Wolds",5,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Station-Fm/Lake-View-1075603.html?_hsearch=220406624df5879234a&_price=799&_display=1#duration=7&start=2022-08-19&changeover=5
1 Victoria Cottages,713,was £989,"Lynton, Devon",3,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Hollerday-Hill/1-Victoria-Cottages-1078687.html?_hsearch=220406624df5879382b&_price=713&_display=1#duration=7&start=2022-08-20&changeover=6
Easby Cottage,1201,,"Richmond, Yorkshire Dales - North",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Yorkshire-Dales-North-Easby/Easby-Cottage-1096626.html?_hsearch=220406624df588840bf&_price=1201&_display=1#duration=7&start=2022-08-20&changeover=6
18 Abbey Sands,2575,was £3011,"Torquay, Devon",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Corbyns-Head/18-Abbey-Sands-1101746.html?_hsearch=220406624df58887356&_price=2575&_display=1#duration=7&start=2022-08-20&changeover=6
Pennine Walk,926,was £1056,"Bolton near Kirkby Thore, Cumbria & The Lake District",6,3,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Bolton/Pennine-Walk-1101518.html?_hsearch=220406624df5888a761&_price=926&_display=1#duration=7&start=2022-08-19&changeover=5
Kingfisher Cottage,1054,was £1203,"Davidstow near Camelford, Cornwall",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Camelford/Kingfisher-Cottage-1101115.html?_hsearch=220406624df5888d9da&_price=1054&_display=1#duration=7&start=2022-08-19&changeover=5
Hebe,1065,was £1367,"Notton near Maiden Newton, Dorset",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Notton/Hebe-1096950.html?_hsearch=220406624df588910bf&_price=1065&_display=1#duration=7&start=2022-08-19&changeover=5
Shepherds Retreat,527,was £610,"Hopton Bank near Cleobury Mortimer, Shropshire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Herefordshire-Hoptonbank/Shepherds-Retreat-1083037.html?_hsearch=220406624df588945b6&_price=527&_display=1#duration=7&start=2022-08-20&changeover=6
Bears Court North Barn 2,1909,was £2461,"Little Rissington near Bourton-On-The-Water, Gloucestershire",6,3,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Bobble-Barn/Bears-Court-North-Barn-2-1098054.html?_hsearch=220406624df58897a0c&_price=1909&_display=1#duration=7&start=2022-08-19&changeover=5
Lewcott,1063,was £1364,"Sennen Cove, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Cowloe/Lewcott-1039622.html?_hsearch=220406624df5889aae9&_price=1063&_display=1#duration=7&start=2022-08-19&changeover=5
Bears Court North Barn 3,1909,was £2461,"Little Rissington near Bourton-On-The-Water, Gloucestershire",6,3,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Bobble-Barn/Bears-Court-North-Barn-3-1098055.html?_hsearch=220406624df5889dad1&_price=1909&_display=1#duration=7&start=2022-08-19&changeover=5
The Retreat,729,was £1019,"Malvern, Worcestershire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Mathon-Lodge/The-Retreat-1099600.html?_hsearch=220406624df588a2309&_price=729&_display=1#duration=7&start=2022-08-19&changeover=5
25 Lake Street,1008,was £1353,"Dartmouth, Devon",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Dartmouth/25-Lake-Street-1079108.html?_hsearch=220406624df588a54fb&_price=1008&_display=1#duration=7&start=2022-08-20&changeover=6
Apartment 6,1000,was £1141,"Ripon, North York Moors & Coast",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Snow-Close-Fm/Apartment-6-1101125.html?_hsearch=220406624df588a8d15&_price=1000&_display=1#duration=7&start=2022-08-19&changeover=5
Doris,773,was £880,"Wedmore, Somerset",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Blackford/Doris-1097541.html?_hsearch=220406624df588ace36&_price=773&_display=1#duration=7&start=2022-08-19&changeover=5
"Carisbrooke House, Apartment 6",412,was £524,"Scarborough, North York Moors & Coast",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Scarborough/Carisbrooke-House-Apartment-6-27709.html?_hsearch=220406624df588b0220&_price=412&_display=1#duration=7&start=2022-08-19&changeover=5
Cliffview,813,was £1039,"Ventnor, Isle of Wight",4,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Isle-of-Wight-Ventnor/Cliffview-1069835.html?_hsearch=220406624df588b3a97&_price=813&_display=1#duration=7&start=2022-08-19&changeover=5
Ickle Pickle Cottage,521,was £603,"Thirsk, North York Moors & Coast",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Old-Thirsk/Ickle-Pickle-Cottage-1085726.html?_hsearch=220406624df588b7478&_price=521&_display=1#duration=7&start=2022-08-19&changeover=5
18 Highland Grange,1585,,"Tunstall near Roos, North York Moors & Coast",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Kiln-Ho/18-Highland-Grange-1101871.html?_hsearch=220406624df588bb930&_price=1585&_display=1#duration=7&start=2022-08-19&changeover=5
The Old Dairy,1365,was £1767,"Finchampstead, Hampshire",6,3,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Hampshire-Ridge-Fm/The-Old-Dairy-1022098.html?_hsearch=220406624df588bf558&_price=1365&_display=1#duration=7&start=2022-08-19&changeover=5
The Old Granary,876,was £999,"West Chiltington, Sussex",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Sussex-Willetts-Fm/The-Old-Granary-975592.html?_hsearch=220406624df588c229a&_price=876&_display=1#duration=7&start=2022-08-20&changeover=6
The Nest,1009,was £1294,"Garras near Mawgan, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Chygarkye/The-Nest-1092384.html?_hsearch=220406624df588c5851&_price=1009&_display=1#duration=7&start=2022-08-20&changeover=6
2 Brightmore Terrace,599,was £774,"Tideswell, Peak District & Derbyshire Dales",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Brook-Bottom/2-Brightmore-Terrace-1096060.html?_hsearch=220406624df589bdc7e&_price=599&_display=1#duration=7&start=2022-08-19&changeover=5
3 Castle Orchard,537,,"Duffield, Peak District & Derbyshire Dales",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Peak-District-Peak-District-Derbyshire-Dales-Moscow-Fm/3-Castle-Orchard-1100856.html?_hsearch=220406624df589c174e&_price=537&_display=1#duration=7&start=2022-08-19&changeover=5
Acorn Lodge,1642,was £2114,"St Day, Cornwall",4,2,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Crofthandy/Acorn-Lodge-1095294.html?_hsearch=220406624df589c565f&_price=1642&_display=1#duration=7&start=2022-08-20&changeover=6
No 5 Old Church,1473,was £1687,"Ventnor, Isle of Wight",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Isle-of-Wight-Ventnor/No-5-Old-Church-1074379.html?_hsearch=220406624df589c942a&_price=1473&_display=1#duration=7&start=2022-08-19&changeover=5
The Abbey Cottage,2050,was £2446,"Windsor Green near Lavenham, Suffolk",6,3,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Suffolk-Cross-Green/The-Abbey-Cottage-1090114.html?_hsearch=220406624df589cce87&_price=2050&_display=1#duration=7&start=2022-08-19&changeover=5
Battery House,3319,was £7106,"Portreath, Cornwall",6,3,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Horse-Rock/Battery-House-1085369.html?_hsearch=220406624df589d0822&_price=3319&_display=1#duration=7&start=2022-08-19&changeover=5
Pendragon,945,was £1186,"Kirkby Stephen, Cumbria & The Lake District",4,2,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Greenriggs/Pendragon-1093200.html?_hsearch=220406624df589d4aa1&_price=945&_display=1#duration=7&start=2022-08-19&changeover=5
The Coach House@15,857,was £1301,"Warminster, Wiltshire",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Bishopstrow-Ho-Hotel/The-Coach-House15-1086163.html?_hsearch=220406624df589d8d7e&_price=857&_display=1#duration=7&start=2022-08-20&changeover=6
Perran Pearl A,1097,was £1253,"Perranporth, Cornwall",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Droskyn-Point/Perran-Pearl-A-1095320.html?_hsearch=220406624df589dcbf4&_price=1097&_display=1#duration=7&start=2022-08-20&changeover=6
Bears Court South Barn 3,2574,was £3326,"Little Rissington near Bourton-On-The-Water, Gloucestershire",8,3,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Bobble-Barn/Bears-Court-South-Barn-3-1098060.html?_hsearch=220406624df589e15a3&_price=2574&_display=1#duration=7&start=2022-08-19&changeover=5
Ceadda Cottage,1281,was £1658,"Drax, North Yorkshire, North York Moors & Coast",6,3,No,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/North-York-Moors-Coast-Drax/Ceadda-Cottage-1097953.html?_hsearch=220406624df589e5044&_price=1281&_display=1#duration=7&start=2022-08-19&changeover=5
Bears Court South Barn 1,2574,was £3326,"Little Rissington near Bourton-On-The-Water, Gloucestershire",8,4,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Bobble-Barn/Bears-Court-South-Barn-1-1098058.html?_hsearch=220406624df589e737c&_price=2574&_display=1#duration=7&start=2022-08-19&changeover=5
Harbour Reach 6,970,,"Weymouth, Dorset",3,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/DorsetSomerset-Weymouth/Harbour-Reach-6-1057385.html?_hsearch=220406624df589ea2d6&_price=970&_display=1#duration=7&start=2022-08-20&changeover=6
Kernow Cottage,899,was £1109,"Porthleven, Cornwall",4,2,No,5.0,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Porthleven/Kernow-Cottage-925337.html?_hsearch=220406624df589ee90f&_price=899&_display=1#duration=7&start=2022-08-19&changeover=5
Two Trezeath,4156,,"The Point near Polzeath, Cornwall",8,4,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Polzeath/Two-Trezeath-1083546.html?_hsearch=220406624df589f1f5b&_price=4156&_display=1#duration=7&start=2022-08-19&changeover=5
Blackbird Cottage,1501,,"Coalport near Ironbridge, Shropshire",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-North-Wales-Snowdonia-Coalport/Blackbird-Cottage-1004294.html?_hsearch=220406624df58a00bb7&_price=1501&_display=1#duration=7&start=2022-08-22&changeover=1
Millers Croft,733,was £846,"Yealmpton, South Devon, Devon",2,1,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Devon-Torr/Millers-Croft-1088686.html?_hsearch=220406624df58a04842&_price=733&_display=1#duration=7&start=2022-08-19&changeover=5
Bears Court South Barn 2,2574,was £3326,"Little Rissington near Bourton-On-The-Water, Gloucestershire",8,3,Yes,,Hot Tub,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cotswolds-Gloucestershire-Bobble-Barn/Bears-Court-South-Barn-2-1098059.html?_hsearch=220406624df58a0739e&_price=2574&_display=1#duration=7&start=2022-08-19&changeover=5
2 Cogie Hill Cottage,672,was £869,"Winmarleigh near Garstang, Cumbria & The Lake District",2,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Cogie-Hill-Fm/2-Cogie-Hill-Cottage-1095877.html?_hsearch=220406624df58a0b844&_price=672&_display=1#duration=7&start=2022-08-19&changeover=5
The Cabin,499,was £578,"Starbotton near Buckden, Yorkshire Dales - South",2,1,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Starbotton/The-Cabin-1101803.html?_hsearch=220406624df58a0f2e6&_price=499&_display=1#duration=7&start=2022-08-19&changeover=5
Brookside Cottage,630,was £717,"Monmouth, Mid Wales & Cardigan Bay",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Herefordshire-Buckholt/Brookside-Cottage-1089893.html?_hsearch=220406624df58b0cfae&_price=630&_display=1#duration=7&start=2022-08-22&changeover=1
Flat 2,1491,,"Porth near Newquay, Cornwall",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Cornwall-Flory-Island/Flat-2-1101749.html?_hsearch=220406624df58b1025e&_price=1491&_display=1#duration=7&start=2022-08-20&changeover=6
Wild Boar,705,was £977,"Kirkby Stephen, Cumbria & The Lake District",4,2,No,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Lake-District-Cumbria-The-Lake-District-Greenriggs/Wild-Boar-1092371.html?_hsearch=220406624df58b13c12&_price=705&_display=1#duration=7&start=2022-08-19&changeover=5
Flat 19 By The Beach,901,was £1027,"Harwich, Essex",4,2,Yes,,,Sykes,2022-04-06,www.sykescottages.co.uk/cottage/Essex-Dovercourt/Flat-19-By-The-Beach-1101146.html?_hsearch=220406624df58b171ac&_price=901&_display=1#duration=7&start=2022-08-19&changeover=5
